all,Bg Long,address,Bg Lat,latitude,longitude
McDonalds,-77.27962,"6417 Shiplett Blvd, Burke, VA 22015",38.789206,38.789206,-77.27962
McDonalds,-76.871238,"14810 Baltimore Ave, Laurel, MD 20707",39.095912,39.095912,-76.871238
McDonalds,-76.729549,"4306 Crain Hwy, Bowie, MD 20716",38.930815,38.930815,-76.729549
McDonalds,-77.27962,"9528 Old Keene Mill Rd, Burke, VA 22015",38.789206,38.789206,-77.27962
McDonalds,-76.742468,"15998 Annapolis Rd, Bowie, MD 20715",38.981549,38.981549,-76.742468
McDonalds,-77.29158,"10645 Braddock Rd, Fairfax, VA 22032",38.818727,38.818727,-77.29158
McDonalds,-76.871238,"535 Main St, Laurel, MD 20707",39.095912,39.095912,-76.871238
McDonalds,-77.147126,"15801 Frederick Rd, Derwood, MD 20855",39.133235,39.133235,-77.147126
McDonalds,-77.334457,"4040 Jermantown Rd, Fairfax, VA 22030",38.848601,38.848601,-77.334457
McDonalds,-76.860357,"10001 Washington Blvd N, Laurel, MD 20723",39.135904,39.135904,-76.860357
McDonalds,-76.860357,"9261 All Saints Rd, Laurel, MD 20723",39.135904,39.135904,-76.860357
McDonalds,-77.346407,"11265 Roger Bacon Dr, Reston, VA 20190",38.961657,38.961657,-77.346407
McDonalds,-77.071788,"18010 Georgia Ave, Olney, MD 20832",39.15145,39.15145,-77.071788
McDonalds,-74.452446,"Morris County Mall, Cedar Knolls, NJ 07927",40.82197,40.82197,-74.452446
McDonalds,-74.421959,"3111 Us Highway 46, Parsippany, NJ 07054",40.871525,40.871525,-74.421959
McDonalds,-74.39357,"1966 State Route 27 # SATE, Edison, NJ 08817",40.526798,40.526798,-74.39357
McDonalds,-76.80717,"3549 Russett Grn, Laurel, MD 20724",39.103085,39.103085,-76.80717
McDonalds,-77.147126,"7200 Muncaster Mill Rd, Derwood, MD 20855",39.133235,39.133235,-77.147126
McDonalds,-76.874308,"11930 Acton Ln, Waldorf, MD 20601",38.628479,38.628479,-76.874308
McDonalds,-76.874308,"50 Highway 301, Waldorf, MD 20601",38.628479,38.628479,-76.874308
McDonalds,-77.191649,"18273 Flower Hill Way, Gaithersburg, MD 20879",39.16888,39.16888,-77.191649
McDonalds,-77.238517,"12130 Darnestown Rd, Gaithersburg, MD 20878",39.114993,39.114993,-77.238517
McDonalds,-74.407428,"568 Myrtle Ave, Boonton, NJ 07005",40.901925,40.901925,-74.407428
McDonalds,-77.260514,"Near Potomac Mills Mall, Occoquan, VA 22125",38.681596,38.681596,-77.260514
McDonalds,-76.874308,"3300 Leonardtown Rd, Waldorf, MD 20601",38.628479,38.628479,-76.874308
McDonalds,-77.238517,"83 Bureau Dr, Gaithersburg, MD 20878",39.114993,39.114993,-77.238517
McDonalds,-77.18652,"19230 Woodfield Rd, Gaithersburg, MD 20879",39.169809,39.169809,-77.18652
McDonalds,-76.846905,"8600 Guilford Rd, Columbia, MD 21046",39.172064,39.172064,-76.846905
McDonalds,-77.1849,"701 Russell Ave, Gaithersburg, MD 20877",39.142865,39.142865,-77.1849
McDonalds,-77.307538,"12730 Harbor Dr, Woodbridge, VA 22192",38.674794,38.674794,-77.307538
McDonalds,-73.555324,"1813 Merrick Rd, Merrick, NY 11566",40.669479,40.669479,-73.555324
McDonalds,-76.708617,"1502 Annapolis Rd, Odenton, MD 21113",39.075803,39.075803,-76.708617
McDonalds,-77.383654,"1071 Elden St, Herndon, VA 20170",38.978663,38.978663,-77.383654
McDonalds,-77.266455,"13707 Jefferson Davis Hwy, Woodbridge, VA 22191",38.632617,38.632617,-77.266455
McDonalds,-76.792483,"8750 Baltimore Washington Blvd, Jessup, MD 20794",39.148748,39.148748,-76.792483
McDonalds,-77.400659,"2475 Centreville Rd, Herndon, VA 20171",38.931286,38.931286,-77.400659
McDonalds,-76.708617,"1136 Annapolis Rd, Odenton, MD 21113",39.075803,39.075803,-76.708617
McDonalds,-73.540001,"105 Jericho Tpke, Jericho, NY 11753",40.788481,40.788481,-73.540001
McDonalds,-77.398107,"5760 Union Mill Rd, Clifton, VA 20124",38.802937,38.802937,-77.398107
McDonalds,-76.828883,"7244 Cradlerock Way, Columbia, MD 21045",39.204335,39.204335,-76.828883
McDonalds,-73.555324,"2161 Merrick Ave, Merrick, NY 11566",40.669479,40.669479,-73.555324
McDonalds,-76.934628,"6095 Daybreak Cir, Clarksville, MD 21029",39.199362,39.199362,-76.934628
McDonalds,-74.417061,"234 W Front St, Plainfield, NJ 07060",40.617623,40.617623,-74.417061
McDonalds,-77.394545,"275 S Sterling Blvd, Sterling, VA 20164",39.012032,39.012032,-77.394545
McDonalds,-76.792483,"7878 Pocomoke Dr, Jessup, MD 20794",39.148748,39.148748,-76.792483
McDonalds,-76.652258,"7925 Bayside Rd, Dunkirk, MD 20754",38.738215,38.738215,-76.652258
McDonalds,-76.652258,"10850 Town Center Blvd, Dunkirk, MD 20754",38.738215,38.738215,-76.652258
McDonalds,-77.439321,"5931 Fort Dr, Centreville, VA 20121",38.82669,38.82669,-77.439321
McDonalds,-77.307538,"13010 Worth Ave, Woodbridge, VA 22192",38.674794,38.674794,-77.307538
McDonalds,-77.266455,"14591 Jefferson Davis Hwy, Woodbridge, VA 22191",38.632617,38.632617,-77.266455
McDonalds,-77.243151,"19660 Gunners Branch Rd, Germantown, MD 20876",39.193084,39.193084,-77.243151
McDonalds,-77.436022,"4424 Brookfield Corporate Dr, Chantilly, VA 20151",38.887564,38.887564,-77.436022
McDonalds,-74.137519,"57 W Allendale Ave, Allendale, NJ 07401",41.030025,41.030025,-74.137519
McDonalds,-74.10331,"925 State Route 35, Middletown, NJ 07748",40.393754,40.393754,-74.10331
McDonalds,-76.828883,"6385 Dobbin Rd, Columbia, MD 21045",39.204335,39.204335,-76.828883
McDonalds,-77.307538,"4309 Merchant Plz, Woodbridge, VA 22192",38.674794,38.674794,-77.307538
McDonalds,-77.307538,"2700 Potomac Mills Cir, Woodbridge, VA 22192",38.674794,38.674794,-77.307538
McDonalds,-73.627665,"193 Glen St, Glen Cove, NY 11542",40.866705,40.866705,-73.627665
McDonalds,-77.439321,"1421 Centreville Sq, Centreville, VA 20121",38.82669,38.82669,-77.439321
McDonalds,-76.880983,"5485 Harpers Farm Rd, Columbia, MD 21044",39.211121,39.211121,-76.880983
McDonalds,-76.719536,"7081 Arundel Mills Cir, Hanover, MD 21076",39.163501,39.163501,-76.719536
McDonalds,-76.880983,"10300 Little Patuxent Pkwy, Columbia, MD 21044",39.211121,39.211121,-76.880983
McDonalds,-77.433992,"45540 Dulles Eastern Plz, Sterling, VA 20166",38.996047,38.996047,-77.433992
McDonalds,-77.446879,"5633 Stone Rd, Centreville, VA 20120",38.848108,38.848108,-77.446879
McDonalds,-77.433992,"45415 Dulles Crossing Plz, Sterling, VA 20166",38.996047,38.996047,-77.433992
McDonalds,-77.274955,"12982 Middlebrook Rd, Germantown, MD 20874",39.166094,39.166094,-77.274955
McDonalds,-77.243151,"20910 Frederick Rd, Germantown, MD 20876",39.193084,39.193084,-77.243151
McDonalds,-77.349161,"2891 Dale Blvd, Dale City, VA 22193",38.644162,38.644162,-77.349161
McDonalds,-76.828883,"8211 Snowden River Pkwy, Columbia, MD 21045",39.204335,39.204335,-76.828883
McDonalds,-77.243151,"21121 Frederick Rd, Germantown, MD 20876",39.193084,39.193084,-77.243151
McDonalds,-74.421959,"1155 Us Highway 46, Parsippany, NJ 07054",40.871525,40.871525,-74.421959
McDonalds,-77.441834,"8287 Shoppers Sq, Manassas, VA 20111",38.760781,38.760781,-77.441834
McDonalds,-77.349161,"13693 Mapledale Ave, Woodbridge, VA 22193",38.644162,38.644162,-77.349161
McDonalds,-77.483012,"44131 Ashburn Village Blvd, Ashburn, VA 20146",39.051548,39.051548,-77.483012
McDonalds,-73.585807,"157 W Merrick Rd, Freeport, NY 11520",40.655368,40.655368,-73.585807
McDonalds,-77.476949,"9401 Liberia Ave, Manassas, VA 20110",38.750852,38.750852,-77.476949
McDonalds,-76.985198,"Route 301 N, la Plata, MD 20646",38.549447,38.549447,-76.985198
McDonalds,-76.535375,"2130 Generals Hwy, Annapolis, MD 21401",38.984701,38.984701,-76.535375
McDonalds,-76.764489,"6225 Washington Blvd, Elkridge, MD 21075",39.195331,39.195331,-76.764489
McDonalds,-77.510299,"43250 Defender Dr, Chantilly, VA 20152",38.909564,38.909564,-77.510299
McDonalds,-76.801874,"4396 Montgomery Rd, Ellicott City, MD 21043",39.253201,39.253201,-76.801874
McDonalds,-76.535375,"1941 West St, Annapolis, MD 21401",38.984701,38.984701,-76.535375
McDonalds,-76.659634,"776 Elkridge Landing Rd, Linthicum Heights, MD 21090",39.208403,39.208403,-76.659634
McDonalds,-74.165849,"3140 State Route 35, Hazlet, NJ 07730",40.42597,40.42597,-74.165849
McDonalds,-77.476949,"10216 Dumfries Rd, Manassas, VA 20110",38.750852,38.750852,-77.476949
McDonalds,-77.31517,"17340 Dumfries Rd, Dumfries, VA 22026",38.574265,38.574265,-77.31517
McDonalds,-74.415014,"909 Oak Tree Ave, South Plainfield, NJ 07080",40.57991,40.57991,-74.415014
McDonalds,-77.485025,"43345 Junction Plz, Ashburn, VA 20147",39.04151,39.04151,-77.485025
McDonalds,-77.516788,"10730 Balls Ford Rd, Manassas, VA 20109",38.786099,38.786099,-77.516788
McDonalds,-74.166783,"327 Franklin Ave, Wyckoff, NJ 07481",41.010812,41.010812,-74.166783
McDonalds,-76.556686,"502 Baltimore Annapolis Blvd, Severna Park, MD 21146",39.081668,39.081668,-76.556686
McDonalds,-76.621845,"7425 Ritchie Hwy, Glen Burnie, MD 21061",39.161785,39.161785,-76.621845
McDonalds,-76.801874,"3200 N Ridge Rd, Ellicott City, MD 21043",39.253201,39.253201,-76.801874
McDonalds,-76.59448,"7960 Old Annapolis Rd, Glen Burnie, MD 21060",39.164281,39.164281,-76.59448
McDonalds,-77.214412,"26429 Ridge Rd, Damascus, MD 20872",39.275791,39.275791,-77.214412
McDonalds,-76.621845,"6906 Ritchie Hwy, Glen Burnie, MD 21061",39.161785,39.161785,-76.621845
McDonalds,-77.476949,"9900 Pennsylvania Ave, Manassas, VA 20110",38.750852,38.750852,-77.476949
McDonalds,-77.34692,"18614 Jefferson Davis Hwy, Triangle, VA 22172",38.555962,38.555962,-77.34692
McDonalds,-76.59448,"6721 Chesapeake Center Dr, Glen Burnie, MD 21060",39.164281,39.164281,-76.59448
McDonalds,-76.59448,"6719 Chesapeake Center Dr, Glen Burnie, MD 21060",39.164281,39.164281,-76.59448
McDonalds,-76.776984,"Rr 5, Charlotte Hall, MD 20622",38.497318,38.497318,-76.776984
McDonalds,-76.740273,"6447 Baltimore National Pike, Catonsville, MD 21228",39.27599,39.27599,-76.740273
McDonalds,-76.740273,"1011 N Rolling Rd, Catonsville, MD 21228",39.27599,39.27599,-76.740273
McDonalds,-76.59448,"569 E Ordnance Rd, Glen Burnie, MD 21060",39.164281,39.164281,-76.59448
McDonalds,-74.402264,"1771 Springfield Ave, New Providence, NJ 07974",40.709675,40.709675,-74.402264
McDonalds,-76.793362,"Charlotte Hall, MD 20622",38.474823,38.474823,-76.793362
McDonalds,-76.688798,"3617 Wilkens Ave, Baltimore, MD 21229",39.283675,39.283675,-76.688798
McDonalds,-73.593369,"1050 Front St, Uniondale, NY 11553",40.702686,40.702686,-73.593369
McDonalds,-76.535375,"1450 Whitehall Rd, Annapolis, MD 21401",38.984701,38.984701,-76.535375
McDonalds,-76.764975,"6901 Security Blvd, Windsor Mill, MD 21244",39.333522,39.333522,-76.764975
McDonalds,-73.593369,"1110 Hempstead Tpke, Uniondale, NY 11553",40.702686,40.702686,-73.593369
McDonalds,-76.764975,"1655 Belmont Ave, Windsor Mill, MD 21244",39.333522,39.333522,-76.764975
McDonalds,-77.526819,"965 Edwards Ferry Rd Ne, Leesburg, VA 20176",39.121676,39.121676,-77.526819
McDonalds,-76.688798,"3249 Frederick Ave, Baltimore, MD 21229",39.283675,39.283675,-76.688798
McDonalds,-74.411844,"1241 South Ave, Plainfield, NJ 07062",40.630615,40.630615,-74.411844
McDonalds,-77.526819,"335 E Market St, Leesburg, VA 20176",39.121676,39.121676,-77.526819
McDonalds,-77.616999,"14207 Lee Hwy, Gainesville, VA 20155",38.800288,38.800288,-77.616999
McDonalds,-76.627772,"2701 Port Covington Dr, Baltimore, MD 21230",39.271906,39.271906,-76.627772
McDonalds,-77.157184,"1706 Ridgeside Dr, Damascus, MD 21771",39.379105,39.379105,-77.157184
McDonalds,-77.643187,"6740 Lea Berry Way, Haymarket, VA 20169",38.851659,38.851659,-77.643187
McDonalds,-76.627772,"825 E Fort Ave, Baltimore, MD 21230",39.271906,39.271906,-76.627772
McDonalds,-73.574414,"35 Old Country Rd, Westbury, NY 11590",40.756569,40.756569,-73.574414
McDonalds,-74.304002,"53 Boonton Tpke, Lincoln Park, NJ 07035",40.920946,40.920946,-74.304002
McDonalds,-76.621806,"25 N Howard St, Baltimore, MD 21201",39.295337,39.295337,-76.621806
McDonalds,-76.520725,"31 S Calvert St, Baltimore, MD 21202",39.324698,39.324698,-76.520725
McDonalds,-76.607883,"101 E Baltimore St, Baltimore, MD 21202",39.296861,39.296861,-76.607883
McDonalds,-74.228859,"88 Wayne Hills Mall, Wayne, NJ 07470",40.929266,40.929266,-74.228859
McDonalds,-76.551388,"Pulaski Hwy, Baltimore, MD 21224",39.285705,39.285705,-76.551388
McDonalds,-76.607883,"35 Market Pl, Baltimore, MD 21202",39.296861,39.296861,-76.607883
McDonalds,-74.20444,"825 State Route 36, Union Beach, NJ 07735",40.436653,40.436653,-74.20444
McDonalds,-74.396803,"176 Columbia Tpke, Florham Park, NJ 07932",40.784087,40.784087,-74.396803
McDonalds,-76.679969,"4205 Mortimer Ave, Baltimore, MD 21215",39.344132,39.344132,-76.679969
McDonalds,-76.621806,"15 W North Ave, Baltimore, MD 21201",39.295337,39.295337,-76.621806
McDonalds,-76.679969,"4401 Reisterstown Rd, Baltimore, MD 21215",39.344132,39.344132,-76.679969
McDonalds,-73.844375,"2550 Central Park Ave, Yonkers, NY 10710",40.965076,40.965076,-73.844375
McDonalds,-73.610443,"1255 Grand Ave, North Baldwin, NY 11510",40.655188,40.655188,-73.610443
McDonalds,-76.506199,"2222 Dundalk Ave, Dundalk, MD 21222",39.264831,39.264831,-76.506199
McDonalds,-76.551388,"5501 Odonnell St, Baltimore, MD 21224",39.285705,39.285705,-76.551388
McDonalds,-76.633606,"3920 Falls Rd, Baltimore, MD 21211",39.329753,39.329753,-76.633606
McDonalds,-76.582296,"2001 N Broadway, Baltimore, MD 21213",39.312648,39.312648,-76.582296
McDonalds,-76.605857,"2840 Greenmount Ave, Baltimore, MD 21218",39.32758,39.32758,-76.605857
McDonalds,-77.410955,"190 Garrisonville Rd, Stafford, VA 22554",38.452698,38.452698,-77.410955
McDonalds,-76.728892,"1706 Reisterstown Rd, Pikesville, MD 21208",39.38045,39.38045,-76.728892
McDonalds,-76.669904,"4535 Falls Rd, Baltimore, MD 21209",39.369341,39.369341,-76.669904
McDonalds,-76.784049,"9774 Groffs Mill Dr, Owings Mills, MD 21117",39.421707,39.421707,-76.784049
McDonalds,-76.784049,"10300 Mill Run Cir, Owings Mills, MD 21117",39.421707,39.421707,-76.784049
McDonalds,-77.410955,"2862 Jefferson Davis Hwy, Stafford, VA 22554",38.452698,38.452698,-77.410955
McDonalds,-73.611695,"95 Westbury Ave, Carle Place, NY 11514",40.750482,40.750482,-73.611695
McDonalds,-74.3399,"Us Highway No 46, Pine Brook, NJ 07058",40.858411,40.858411,-74.3399
McDonalds,-77.410955,"893 Garrisonville Rd, Stafford, VA 22554",38.452698,38.452698,-77.410955
McDonalds,-76.611225,"5100 York Rd, Baltimore, MD 21212",39.364644,39.364644,-76.611225
McDonalds,-76.605857,"1600 Argonne Dr, Baltimore, MD 21218",39.32758,39.32758,-76.605857
McDonalds,-76.54126,"6001 Moravia Rd, Baltimore, MD 21206",39.339312,39.339312,-76.54126
McDonalds,-76.551388,"7731 Eastpoint Mall, Baltimore, MD 21224",39.285705,39.285705,-76.551388
McDonalds,-76.563426,"4635 Harford Rd, Baltimore, MD 21214",39.352352,39.352352,-76.563426
McDonalds,-76.497451,"7500 Pulaski Hwy, Rosedale, MD 21237",39.338785,39.338785,-76.497451
McDonalds,-73.637682,"618 Sunrise Hwy, Rockville Centre, NY 11570",40.665771,40.665771,-73.637682
McDonalds,-77.410955,"2124 Jefferson Davis Hwy, Stafford, VA 22554",38.452698,38.452698,-77.410955
McDonalds,-77.046394,"Highway 206, Dahlgren, VA 22448",38.330875,38.330875,-77.046394
McDonalds,-77.041658,"105 Building, Dahlgren, VA 22448",38.328908,38.328908,-77.041658
McDonalds,-73.663727,"665 Long Beach Blvd, Long Beach, NY 11561",40.588014,40.588014,-73.663727
McDonalds,-77.410955,"1150 Courthouse Rd, Stafford, VA 22554",38.452698,38.452698,-77.410955
McDonalds,-76.54126,"5713 Belair Rd, Baltimore, MD 21206",39.339312,39.339312,-76.54126
McDonalds,-76.269389,"Corner Route 50, Chester, MD 21619",38.97456,38.97456,-76.269389
McDonalds,-77.384198,"950 E Patrick St, Frederick, MD 21701",39.427269,39.427269,-77.384198
McDonalds,-74.360619,"305 State Route 10, East Hanover, NJ 07936",40.825975,40.825975,-74.360619
McDonalds,-76.497451,"8655 Pulaski Hwy, Baltimore, MD 21237",39.338785,39.338785,-76.497451
McDonalds,-76.497451,"6421 Petrie Way Rd, Rosedale, MD 21237",39.338785,39.338785,-76.497451
McDonalds,-76.497451,"6420 Petrie Way Rd, Rosedale, MD 21237",39.338785,39.338785,-76.497451
McDonalds,-76.484583,"7536 Belair Rd, Nottingham, MD 21236",39.38733,39.38733,-76.484583
McDonalds,-77.384198,"423 S Jefferson St, Frederick, MD 21701",39.427269,39.427269,-77.384198
McDonalds,-74.360619,"305 State Hwy 10, East Hanover, NJ 07936",40.825975,40.825975,-74.360619
McDonalds,-77.409626,"Buckeystown Pike, Frederick, MD 21704",39.385656,39.385656,-77.409626
McDonalds,-77.384198,"59 Fsk Mall, Frederick, MD 21701",39.427269,39.427269,-77.384198
McDonalds,-73.619066,"340 Peninsula Blvd, Hempstead, NY 11550",40.702305,40.702305,-73.619066
McDonalds,-77.442688,"1399 W 7th St, Frederick, MD 21702",39.446688,39.446688,-77.442688
McDonalds,-76.536072,"2107 E Joppa Rd, Parkville, MD 21234",39.388866,39.388866,-76.536072
McDonalds,-76.635147,"2116 York Rd, Lutherville Timonium, MD 21093",39.437622,39.437622,-76.635147
McDonalds,-74.265741,"633 New Brunswick Ave, Perth Amboy, NJ 08861",40.50642,40.50642,-74.265741
McDonalds,-77.442688,"1275 W Patrick St, Frederick, MD 21702",39.446688,39.446688,-77.442688
McDonalds,-77.442688,"1501 Garrett Dr, Frederick, MD 21702",39.446688,39.446688,-77.442688
McDonalds,-77.442688,"2020 Yellow Springs Rd, Frederick, MD 21702",39.446688,39.446688,-77.442688
McDonalds,-77.808964,"361 Broadview Ave, Warrenton, VA 20186",38.70972,38.70972,-77.808964
McDonalds,-77.349375,"20 E Frederick St, Walkersville, MD 21793",39.482467,39.482467,-77.349375
McDonalds,-74.265741,"182 Smith St, Perth Amboy, NJ 08861",40.50642,40.50642,-74.265741
McDonalds,-76.976021,"800 McKinney Blvd, Colonial Beach, VA 22443",38.227668,38.227668,-76.976021
McDonalds,-73.982043,"216 Old Tappan Rd, Old Tappan, NJ 07675",41.013709,41.013709,-73.982043
McDonalds,-76.639795,"528 Cranbrook Rd, Cockeysville, MD 21030",39.478342,39.478342,-76.639795
McDonalds,-77.895465,"4215 Winchester Rd, Marshall, VA 20115",38.828324,38.828324,-77.895465
McDonalds,-74.276064,"330 Us Highway 9 N, Woodbridge, NJ 07095",40.55552,40.55552,-74.276064
McDonalds,-77.647867,"854 Jefferson Pike, Knoxville, MD 21758",39.339009,39.339009,-77.647867
McDonalds,-73.639252,"60 Jericho Tpke, Mineola, NY 11501",40.74637,40.74637,-73.639252
McDonalds,-77.757034,"11027 Marsh Rd, Bealeton, VA 22712",38.563785,38.563785,-77.757034
McDonalds,-77.536621,"766 Warrenton Rd, Fredericksburg, VA 22406",38.386958,38.386958,-77.536621
McDonalds,-76.984443,"520 Baltimore Blvd, Westminster, MD 21157",39.556787,39.556787,-76.984443
McDonalds,-77.808964,"10068 James Madison Hwy, Warrenton, VA 20186",38.70972,38.70972,-77.808964
McDonalds,-77.429261,"316 Butler Rd, Fredericksburg, VA 22405",38.317972,38.317972,-77.429261
McDonalds,-74.276064,"250 Woodbridge Ctr, Woodbridge, NJ 07095",40.55552,40.55552,-74.276064
McDonalds,-77.429261,"545 Ferry Rd, Fredericksburg, VA 22405",38.317972,38.317972,-77.429261
McDonalds,-77.478301,"1212 Jefferson Davis Hwy, VA 22401",38.299676,38.299676,-77.478301
McDonalds,-77.478301,"10607 Hilltop Plaza Way, Fredericksburg, VA 22401",38.299676,38.299676,-77.478301
McDonalds,-77.478301,"1800 Carl D Silver Pkwy, Fredericksburg, VA 22401",38.299676,38.299676,-77.478301
McDonalds,-77.478301,"1701 Carl D Silver Pkwy, Fredericksburg, VA 22401",38.299676,38.299676,-77.478301
McDonalds,-76.851405,"4225 N Woods Trl, Hampstead, MD 21074",39.611693,39.611693,-76.851405
McDonalds,-76.575669,"3425 Sweet Air Rd, Phoenix, MD 21131",39.503261,39.503261,-76.575669
McDonalds,-77.558561,"3102 Plank Rd # A, Fredericksburg, VA 22407",38.271738,38.271738,-77.558561
McDonalds,-76.525409,"45485 Miramar Way, California, MD 20619",38.298199,38.298199,-76.525409
McDonalds,-76.740273,"5637 Baltimore National Pike, Catonsville, MD 21228",39.27599,39.27599,-76.740273
McDonalds,-96.827224,"5722 W Lovers Ln, Dallas, TX 75209",32.846997,32.846997,-96.827224
McDonalds,-96.616033,"12300 Lake June Rd, Mesquite, TX 75180",32.719489,32.719489,-96.616033
McDonalds,-97.097727,"6230 Matlock Rd, Arlington, TX 76002",32.623725,32.623725,-97.097727
McDonalds,-96.680775,"8117 E R L Thornton Fwy, Dallas, TX 75228",32.823216,32.823216,-96.680775
McDonalds,-96.742579,"170 W Campbell Rd, Richardson, TX 75080",32.974872,32.974872,-96.742579
McDonalds,-96.632548,"1204 E Bethany Dr, Allen, TX 75002",33.09756,33.09756,-96.632548
McDonalds,-96.697998,"402 N Central Expy, McKinney, TX 75070",33.174097,33.174097,-96.697998
McDonalds,-97.182889,"1401 W Pipeline Rd, Hurst, TX 76053",32.821253,32.821253,-97.182889
McDonalds,-97.147038,"2155 W Southlake Blvd, Southlake, TX 76092",32.944259,32.944259,-97.147038
McDonalds,-96.146714,"104 W Main St, Gun Barrel City, TX 75156",32.330902,32.330902,-96.146714
McDonalds,-73.844375,"1753 Central Park Ave, Yonkers, NY 10710",40.965076,40.965076,-73.844375
McDonalds,-96.706628,"1251 E Belt Line Rd, Richardson, TX 75081",32.94859,32.94859,-96.706628
McDonalds,-97.090536,"611 W Abram St, Arlington, TX 76010",32.723545,32.723545,-97.090536
McDonalds,-97.135344,"1704 W Randol Mill Rd, Arlington, TX 76012",32.755336,32.755336,-97.135344
McDonalds,-96.981928,"1310 E Main St, Midlothian, TX 76065",32.476778,32.476778,-96.981928
McDonalds,-97.145578,"2930 W University Dr, Denton, TX 76201",33.21556,33.21556,-97.145578
McDonalds,-73.78549,"720 North Ave, New Rochelle, NY 10801",40.916815,40.916815,-73.78549
McDonalds,-97.214381,"1100 N Highway 377, Roanoke, TX 76262",32.990158,32.990158,-97.214381
McDonalds,-96.70187,"9191 Garland Rd Apt 12210, Dallas, TX 75218",32.841322,32.841322,-96.70187
McDonalds,-96.749674,"5337 E Grand Ave, Dallas, TX 75223",32.791198,32.791198,-96.749674
McDonalds,-96.771211,"5403 Ross Ave, Dallas, TX 75206",32.828355,32.828355,-96.771211
McDonalds,-96.752538,"5934 Abrams Rd, Dallas, TX 75231",32.877243,32.877243,-96.752538
McDonalds,-96.70187,"11217 Garland Rd, Dallas, TX 75218",32.841322,32.841322,-96.70187
McDonalds,-96.771211,"5960 Greenville Ave, Dallas, TX 75206",32.828355,32.828355,-96.771211
McDonalds,-96.708344,"10695 E Northwest Hwy # 7238, Dallas, TX 75238",32.87543,32.87543,-96.708344
McDonalds,-96.680775,"2551 Gus Thomasson Rd, Dallas, TX 75228",32.823216,32.823216,-96.680775
McDonalds,-96.77467,"3802 Gaston Ave, Dallas, TX 75246",32.791808,32.791808,-96.77467
McDonalds,-96.78968,"4151 N Central Expy, Dallas, TX 75204",32.80026,32.80026,-96.78968
McDonalds,-96.775733,"3535 Elm St, Dallas, TX 75226",32.784273,32.784273,-96.775733
McDonalds,-96.752597,"3310 Grand Ave, Dallas, TX 75210",32.773751,32.773751,-96.752597
McDonalds,-96.798881,"700 N Pearl St, Dallas, TX 75201",32.786448,32.786448,-96.798881
McDonalds,-96.798881,"4330 Dallas Pt Wortk Tmpk, Dallas, TX 75201",32.786448,32.786448,-96.798881
McDonalds,-96.631293,"4550 Gus Thomasson Rd, Mesquite, TX 75150",32.818571,32.818571,-96.631293
McDonalds,-96.812685,"4439 Lemmon Ave # 7529, Dallas, TX 75219",32.806298,32.806298,-96.812685
McDonalds,-96.737159,"9505 Royal Ln Apt 1128, Dallas, TX 75243",32.912033,32.912033,-96.737159
McDonalds,-96.737159,"8608 Skillman St, Dallas, TX 75243",32.912033,32.912033,-96.737159
McDonalds,-96.803517,"1000 Commerce St, Dallas, TX 75202",32.779076,32.779076,-96.803517
McDonalds,-96.645247,"3205 S Garland Ave, Garland, TX 75041",32.880766,32.880766,-96.645247
McDonalds,-96.645247,"1110 W Centerville Rd, Garland, TX 75041",32.880766,32.880766,-96.645247
McDonalds,-96.687852,"2215 S Buckner Blvd, Dallas, TX 75227",32.770233,32.770233,-96.687852
McDonalds,-96.737159,"11102 N Central Expy, Dallas, TX 75243",32.912033,32.912033,-96.737159
McDonalds,-96.601661,"3010 Town East Mall, Mesquite, TX 75150",32.783038,32.783038,-96.601661
McDonalds,-96.631293,"1531 N Town East Blvd, Mesquite, TX 75150",32.818571,32.818571,-96.631293
McDonalds,-96.737159,"11820 Abrams Rd, Dallas, TX 75243",32.912033,32.912033,-96.737159
McDonalds,-96.631293,"18751 Lyndon B Johnson Fwy, Mesquite, TX 75150",32.818571,32.818571,-96.631293
McDonalds,-96.792159,"10720 Preston Rd, Dallas, TX 75230",32.902133,32.902133,-96.792159
McDonalds,-96.610688,"2012 W Scyene Rd, Mesquite, TX 75149",32.766976,32.766976,-96.610688
McDonalds,-96.806587,"632 S R L Thornton Fwy, Dallas, TX 75203",32.745778,32.745778,-96.806587
McDonalds,-96.599019,"3285 Broadway Blvd, Garland, TX 75043",32.858134,32.858134,-96.599019
McDonalds,-96.839618,"400 S Zang Blvd, Dallas, TX 75208",32.75251,32.75251,-96.839618
McDonalds,-96.599019,"509 W Interstate 30, Garland, TX 75043",32.858134,32.858134,-96.599019
McDonalds,-96.599019,"6118 Broadway Blvd, Garland, TX 75043",32.858134,32.858134,-96.599019
McDonalds,-96.67613,"8055 S Loop 12, Dallas, TX 75217",32.72184,32.72184,-96.67613
McDonalds,-96.737159,"13739 N Central Expy, Dallas, TX 75243",32.912033,32.912033,-96.737159
McDonalds,-96.610688,"1817 N Belt Line Rd, Mesquite, TX 75149",32.766976,32.766976,-96.610688
McDonalds,-74.060294,"828 N State Rt 17, Paramus, NJ 07652",40.92673,40.92673,-74.060294
McDonalds,-96.706628,"550 Centennial Blvd, Richardson, TX 75081",32.94859,32.94859,-96.706628
McDonalds,-96.839618,"705 W Jefferson Blvd, Dallas, TX 75208",32.75251,32.75251,-96.839618
McDonalds,-96.795278,"1415 E Illinois Ave, Dallas, TX 75216",32.709103,32.709103,-96.795278
